redcap_data_access_group_e,redcap_data_access_group_unlabelled,dag_id_e,place_name,postcode,country,lon,lat,ccg,postcode_start,city,imd_average_postcodes_new,tds_mean,w_me_imd,w_me_tds,w_har_tds,w_har_imd,w_med_imd,w_med_tds,prop_within_10_imd_ccg,prop_within_20_imd_ccg,prop_within_10_tds_ccg,prop_within_20_tds_ccg,nhs_region,all_people,ccg_name,updated_all_age_mid_2018,multiplication_factor,scotland_average_imd_rank,average_imd_rank,wales_average_imd_rank,wimd15,avg_wimd_2019,weighted_arith,w_imd,w_imd_centred,w_imd_centred_std_country,w_imd_centred_std_uk
Lincolnshire Community Health Services NHS Trust,lincolnshire_commu,RY5HQ,Lincolnshire Community Health Services NHS Trust,LN5 7JH,England,-0.5241828,53.2265336,E38000100,LN5,Lincoln,17360.960544217687,-0.9786164843047619,17621.622997097176,-0.9981230695169286,5.549646410487529,2673.6832124081784,19065,-1.927746271910596,0.09528713082228871,0.1889719393869453,0.04893962662784401,0.11432413958401762,Midlands,241193.00000000003,NHS Lincolnshire West CCG,241193,1.0705510035597299,NA,112,NA,NA,NA,NA,NA,NA,NA,NA
Leeds community healthcare NHSFT,leeds_community_he,RY651,Leeds community healthcare NHSFT,LS12 5SG,England,-1.6011659,53.7824956,E38000225,LS12,Leeds,13898.734750098387,0.6415011318606848,14056.37492860956,0.6141845795146728,-3.515561559023085,2279.6272186297388,14381,-0.05414872249770649,0.23470380788949227,0.3308176385307348,0.16805409298529855,0.288346817084714,North East and Yorkshire,789194.0000000001,NHS Leeds CCG,789194,1.05017931162964,NA,67,NA,NA,NA,NA,NA,NA,NA,NA
Hounslow and Richmond Community Healthcare NHS Trust,hounslow_and_richm,RY901,Hounslow and Richmond Community Healthcare NHS Trust,TW11 8HU,England,-0.3260077,51.4274856,E38000140,TW11,Richmond upon Thames,25643.871544715446,-0.5790208503642277,25708.542964864428,-0.6618798060825284,1.7444129131985764,23253.074208754108,27732,-0.8395427613470788,0,0.007652815658591368,0.01691534306647414,0.06253275576234023,London,196904,NHS Richmond CCG,196904,1.053018878014867,NA,186,NA,NA,NA,NA,NA,NA,NA,NA
Coventry & Warwickshire Partnership Trust,coventry__warwicks,RYGHQ,Caludon Centre,CV2 2TE,England,-1.4452332,52.4225547,E38000038,CV2,Coventry,15422.714712471994,0.4661742691411501,15397.1326457909,0.46715314096182764,-20.036173822864438,5155.589241138305,15430,-0.13966619748867243,0.10827953661655236,0.201277687017059,0.13370613198607642,0.2274479605226858,Midlands,473979,NHS Coventry and Rugby CCG,473979,1.1365448943134269,NA,81,NA,21.49988233,NA,NA,21.49988233,-0.2586042245810276,0.05712672286513938,0.44753265698593925
The Royal Marsden NHS Trust,the_royal_marsden,RYP01,The Royal Marsden NHS Trust,SW3 6JJ,England,-0.1727977,51.4908714,E38000202,SW3,Kensington and Chelsea,15155.274580335732,3.9064391538141487,14757.283630771464,4.0453644086654705,1.042016666358894,8864.121718892668,14386.198275862067,4.407783160308271,0.05534889628829875,0.20373529064861776,0.45728050517605856,0.6294513650096626,London,226099.00000000003,NHS West London CCG,226099,1.0247463050503312,NA,78,NA,16.07952645,NA,NA,16.07952645,-5.6789601045810265,1.2545053375759285,0.45306851302449525
Calderdale and Huddersfield NHS Trust,calderdale_and_hud,RYW01,Calderdale and Huddersfield NHS Trust,HD3 3EA,England,-1.8189892,53.65571629999999,E38000064,HD3,Kirklees,15620.273936170213,-0.18548355365824468,15756.9036070464,-0.2156946794400293,-0.7615680321239158,7519.146586628319,14889,-0.9574643653738868,0.1072507489224365,0.22561630733838653,0.09252931436203606,0.19398671110343346,North East and Yorkshire,245977,NHS Greater Huddersfield CCG,245977,1.0363864650439663,NA,89,NA,26.49275358,NA,NA,26.49275358,4.734267025418973,-1.0458188019505352,0.4424333946734718
NHS Lothian,nhs_lothian,S134H,Royal Infirmary Of Edinburgh At Little France,EH16 4SA,Scotland,-3.1347719,55.9218084,S08000024,EH16,Edinburgh,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181,Scotland,897770,Lothian,897770,1.0760112662551686,11,11,NA,NA,NA,NA,NA,NA,NA,NA
NHS Lothian,nhs_lothian,S214H,Royal Infirmary Of Edinburgh At Little France,EH16 4SA,Scotland,-3.1347719,55.9218084,S08000024,EH16,Edinburgh,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181,Scotland,897770,Lothian,897770,1.0760112662551686,11,11,NA,NA,NA,NA,NA,NA,NA,NA
NHS Lothian,nhs_lothian,S341H,Royal Infirmary Of Edinburgh At Little France,EH16 4SA,Scotland,-3.1347719,55.9218084,S08000024,EH16,Edinburgh,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181,Scotland,897770,Lothian,897770,1.0760112662551686,11,11,NA,NA,NA,3630.9601463297495,3630.9601463297495,467.47127207609356,0.7764800398149483,3.238840127524106
NHS Lothian,nhs_lothian,SL116,Western General Hospital,EH4 2XU,Scotland,-3.2338808,55.9621052,S08000024,EH4,Edinburgh,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181,Scotland,897770,Lothian,897770,1.0760112662551686,11,11,NA,NA,NA,4069.6586542936543,4069.6586542936543,906.1697800399984,1.5051678871296015,3.686886683540553
Mid and South Essex University Hospitals Group,mid_and_south_esse,TAJ01,Southend Hospital,SS0 0RY,England,0.6877328,51.55386,E38000168,SS0,Southend-on-Sea,16179.379130434783,0.16197812731478262,16094.12554561264,0.17873667742303265,-13.715294008947904,4603.912264359559,14508,-0.28081839053846325,0.08881825196650889,0.22726853931290236,0.06847942507687524,0.1809879187828951,East of England,182463,NHS Southend CCG,182463,1.050703106105103,NA,92,NA,19.70386927,NA,NA,19.70386927,-2.0546172845810275,0.45387329770171375,0.4493669405576531
Medway Community Healthcare,medway_community_h,VLXF4,Medway Community Healthcare,ME1 3QY,England,0.5163534,51.3770708,E38000237,ME1,Medway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bronglais General Hospital,bronglais_general,WB2AJ,Bronglais General Hospital,SY23 1ER,Wales,-4.0711821,52.4164121,W11000025,SY23,Ceredigion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,385615,Hywel Dda University Health Board,385615,1.009098807237176,NA,3,3,NA,1095,NA,1095,127.38888888888891,0.7715554296846094,0.6488422380134019
Prince Philip Hospital,prince_philip_hosp,WB3AL,Prince Philip Hospital,SA14 8QF,Wales,-4.134687,51.6922205,W11000025,SA14,Carmarthenshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,385615,Hywel Dda University Health Board,385615,1.009098807237176,NA,3,3,NA,806,NA,806,-161.6111111111111,-0.9788289336905922,0.35368405457274404
Withybush General Hospital,withybush_general,WF1BL,Withybush General Hospital,SA61 2PZ,Wales,-4.9664014,51.81300479999999,W11000025,SA61,Pembrokeshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,385615,Hywel Dda University Health Board,385615,1.009098807237176,NA,3,3,NA,987,NA,987,19.388888888888914,0.11743255340598735,0.5385409099456129
Glan Clwyd Hospital,glan_clwyd_hospita,7A1A1,Ysbyty Glan Clwyd,LL18 5UJ,Wales,-3.4971896,53.27265509999999,W11000023,LL18,Conwy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA,944,NA,944,-23.611111111111086,-0.14300525844568626,0.4946246404371412
Wrexham Maelor Hospital,wrexham_maelor_hos,7A1A4,Wrexham Maelor Hospital,LL13 7TD,Wales,-3.0101803,53.0461734,W11000023,LL13,Wrexham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA,1092,NA,1092,124.38888888888891,0.753385349787981,0.645778312233741
Wrexham Maelor Hospital,wrexham_maelor_hos,7A1A7,Chirk Community Hospital,LL14 5LN,Wales,-3.0497713,52.94306479999999,W11000023,LL14,Wrexham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA,935,NA,935,-32.611111111111086,-0.19751549813557143,0.4854328630981588
Glan Clwyd Hospital,glan_clwyd_hospita,7A1A8,Colwyn Bay Community Hospital,LL29 8AY,Wales,-3.7101306,53.2879873,W11000023,LL29,Conwy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA,959,NA,959,-8.611111111111086,-0.0521548589625443,0.5099442693354452
Glan Clwyd Hospital,glan_clwyd_hospita,7A1A9,Denbigh Community Hospital,LL16 3ES,Wales,-3.4094959,53.1860328,W11000023,LL16,Denbighshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA,1022,NA,1022,54.388888888888914,0.3294168188666519,0.5742867107083223
Glan Clwyd Hospital,glan_clwyd_hospita,7A1AB,Holywell Community Hospital,CH8 7TZ,Wales,-3.215942,53.2694319,W11000023,CH8,Flintshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA,839,NA,839,-128.6111111111111,-0.77895805482768,0.38738723814901294
Wrexham Maelor Hospital,wrexham_maelor_hos,7A1AD,Mold Community Hospital,CH7 1RH,Wales,-3.1470377,53.1696683,W11000023,CH7,Flintshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA,1342,NA,1342,374.3888888888889,2.2675586745070135,0.9011054605388084
Glan Clwyd Hospital,glan_clwyd_hospita,7A1AF,Ruthin Community Hospital,LL15 1PS,Wales,-3.3028192,53.113277,W11000023,LL15,Denbighshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA,1138,NA,1138,170.38888888888891,1.0319932415362831,0.6927585075218735
Betsi Cadwaladr University Health Board,betsi_cadwaladr_un,7A1AU,Ysbyty Gwynedd,LL57 2PW,Wales,-4.1577568,53.2086374,W11000023,LL57,Gwynedd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA,1056,NA,1056,88.38888888888891,0.5353443910284403,0.6090112028778114
Betsi Cadwaladr University Health Board,betsi_cadwaladr_un,7A1AV,Llandudno General Hospital Site,LL30 1LB,Wales,-3.8287232,53.3097232,W11000023,LL30,Conwy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA,1116,NA,1116,148.38888888888891,0.8987459889610082,0.6702897184710276
Betsi Cadwaladr University Health Board,betsi_cadwaladr_un,7A1AX,Bryn Beryl Hospital,LL53 6TT,Wales,-4.400593,52.9094906,W11000023,LL53,Gwynedd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA,1156,NA,1156,188.38888888888891,1.1410137209160534,0.7111420621998383
Betsi Cadwaladr University Health Board,betsi_cadwaladr_un,7A1AY,Dolgellau & Barmouth District Hospital Site,LL40 1NT,Wales,-3.8815696,52.7409311,W11000023,LL40,Gwynedd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA,1105,NA,1105,137.38888888888891,0.8321223626733707,0.6590553239456046
Betsi Cadwaladr University Health Board,betsi_cadwaladr_un,7A1CA,Ysbyty Alltwen,LL49 9RN,Wales,-4.1482957,52.9380429,W11000023,LL49,Gwynedd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA,1120,NA,1120,152.38888888888891,0.9229727621565127,0.6743749528439086
Wrexham Maelor Hospital,wrexham_maelor_hos,7A1CC,Deeside Community Hospital,CH5 1XS,Wales,-3.0382829,53.2011159,W11000023,CH5,Flintshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA,1298,NA,1298,330.3888888888889,2.001064169356464,0.8561678824371165
Betsi Cadwaladr University Health Board,betsi_cadwaladr_un,7A1DC,Ysbyty Penrhos Stanley,LL65 2QA,Wales,-4.6150793,53.3048702,W11000023,LL65,Anglesey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA,944,NA,944,-23.611111111111086,-0.14300525844568626,0.4946246404371412
Betsi Cadwaladr University Health Board,betsi_cadwaladr_un,7A1DD,Cefni Hospital,LL77 7PP,Wales,-4.3044967,53.2567261,W11000023,LL77,Anglesey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA,1112,NA,1112,144.38888888888891,0.8745192157655036,0.6662044840981465
Betsi Cadwaladr University Health Board,betsi_cadwaladr_un,7A1DG,Eryri Hospital,LL55 2YE,Wales,-4.2618395,53.1294717,W11000023,LL55,Gwynedd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA,1101,NA,1101,133.38888888888891,0.8078955894778662,0.6549700895727235
Glangwili General Hospital,glangwili_general,7A2AA,Glangwili Hospital Child Health Section,SA31 2AF,Wales,-4.2833874,51.8673069,W11000025,SA31,Carmarthenshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,385615,Hywel Dda University Health Board,385615,1.009098807237176,NA,3,3,NA,938,NA,938,-29.611111111111086,-0.17934541823894304,0.4884967888778196
"Morriston Hospital, Swansea",morriston_hospital,7A3YA,Abertawe Bro Morgannwg University Lhb Bridgend Locality Office,CF31 3TP,Wales,-3.5506886,51.5024646,W11000030,CF31,Bridgend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,445190,Cwm Taf Morgannwg University Health Board,445190,1.5183212146842557,NA,7,7,NA,930,NA,930,-37.611111111111086,-0.22779896462995208,0.48032632013205745
Cardiff and Vale University Health Board,cardiff_and_vale_u,7A4BV,University Hospital Of Wales,CF14 4XW,Wales,-3.1889835,51.5062635,W11000029,CF14,Cardiff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,496413,Cardiff and Vale University Health Board,496413,1.0507740894870308,NA,4,4,NA,932,NA,932,-35.611111111111086,-0.21568557803219982,0.48236893731849795
Cardiff and Vale University Health Board,cardiff_and_vale_u,7A4H1,Noahs Ark Childrens Hospital For Wales,CF14 4XW,Wales,-3.1889835,51.5062635,W11000029,CF14,Cardiff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,496413,Cardiff and Vale University Health Board,496413,1.0507740894870308,NA,4,4,NA,932,NA,932,-35.611111111111086,-0.21568557803219982,0.48236893731849795
Cwm Taf Morgannwg University Health Board,cwm_taf_morgannwg,7A5B1,The Royal Glamorgan Hospital,CF72 8XR,Wales,-3.3905151,51.54798839999999,W11000030,CF72,Rhondda Cynon Taf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,445190,Cwm Taf Morgannwg University Health Board,445190,1.5183212146842557,NA,7,7,NA,735,NA,735,-232.6111111111111,-1.4088541579107976,0.28117114445410496
Cwm Taf Morgannwg University Health Board,cwm_taf_morgannwg,7A5B3,Prince Charles Hospital Site,CF47 9DT,Wales,-3.3861006,51.76433309999999,W11000030,CF47,Merthyr Tydfil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,445190,Cwm Taf Morgannwg University Health Board,445190,1.5183212146842557,NA,7,7,NA,560,NA,560,-407.6111111111111,-2.4687754852141204,0.10244214064055786
Cwm Taf Morgannwg University Health Board,cwm_taf_morgannwg,7A5CA,Ysbyty Cwm Rhondda,CF40 2LU,Wales,-3.4485196,51.6358678,W11000030,CF40,Rhondda Cynon Taf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,445190,Cwm Taf Morgannwg University Health Board,445190,1.5183212146842557,NA,7,7,NA,727,NA,727,-240.6111111111111,-1.4573077043018066,0.2730006757083428
Cwm Taf Morgannwg University Health Board,cwm_taf_morgannwg,7A5HA,Ysbyty Cwm Cynon,CF45 4BZ,Wales,-3.3436056,51.6563332,W11000030,CF45,Rhondda Cynon Taf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales,445190,Cwm Taf Morgannwg University Health Board,445190,1.5183212146842557,NA,7,7,NA,611,NA,611,-356.6111111111111,-2.1598841269714377,0.15452887889479158
NHS Ayrshire and Arran,nhs_ayrshire_and_a,A103H,Ayrshire Central Hospital,KA12 8SS,Scotland,-4.6748227,55.6349014,S08000015,KA12,North Ayrshire,2763.195947989114,0.16912004019171453,2865.50895877039,0.027520600554020218,-2.721438976520959,770.5296568291133,2474,-0.1824050077952767,0.11401828145737894,0.2752895277646958,0.0854187181572976,0.20110405874042042,Scotland,369670,Ayrshire and Arran,369670,0.9891841846127499,1,1,NA,NA,NA,2094.502776870304,2094.502776870304,-1068.986097383352,-1.7756093626278255,1.6696430129785644
NHS Ayrshire and Arran,nhs_ayrshire_and_a,A111H,University Hospital Crosshouse,KA2 0BE,Scotland,-4.540130899999999,55.6135442,S08000015,KA2,East Ayrshire,2763.195947989114,0.16912004019171453,2865.50895877039,0.027520600554020218,-2.721438976520959,770.5296568291133,2474,-0.1824050077952767,0.11401828145737894,0.2752895277646958,0.0854187181572976,0.20110405874042042,Scotland,369670,Ayrshire and Arran,369670,0.9891841846127499,1,1,NA,NA,NA,2357.4289098549975,2357.4289098549975,-806.0599643986584,-1.3388832868164477,1.9381717319780074
NHS Ayrshire and Arran,nhs_ayrshire_and_a,A210H,University Hospital Ayr,KA6 6DX,Scotland,-4.5939607,55.428935,S08000015,KA6,East Ayrshire,2763.195947989114,0.16912004019171453,2865.50895877039,0.027520600554020218,-2.721438976520959,770.5296568291133,2474,-0.1824050077952767,0.11401828145737894,0.2752895277646958,0.0854187181572976,0.20110405874042042,Scotland,369670,Ayrshire and Arran,369670,0.9891841846127499,1,1,NA,NA,NA,2789.652814073983,2789.652814073983,-373.83606017967304,-0.6209498983829014,2.3796057195520715
NHS Ayrshire and Arran,nhs_ayrshire_and_a,A215H,East Ayrshire Community Hospital,KA18 1EF,Scotland,-4.271658,55.4515313,S08000015,KA18,East Ayrshire,2763.195947989114,0.16912004019171453,2865.50895877039,0.027520600554020218,-2.721438976520959,770.5296568291133,2474,-0.1824050077952767,0.11401828145737894,0.2752895277646958,0.0854187181572976,0.20110405874042042,Scotland,369670,Ayrshire and Arran,369670,0.9891841846127499,1,1,NA,NA,NA,1967.8940946591404,1967.8940946591404,-1195.5947795945156,-1.9859091617312878,1.540336477860009
Borders General Hospital,borders_general_ho,B120H,Borders General Hospital,TD6 9BS,Scotland,-2.7419408,55.5954785,S08000016,TD6,Scottish Borders,3739.3848396501458,-1.0818369519436346,3780.8188636164045,-1.116548194244217,1.5421469492190563,2885.30625018653,3949,-1.5643524212115387,0.015702116448581716,0.05971722139281637,0.029261438482480022,0.07730745587072978,Scotland,115270,Borders,115270,1.0122947220514622,10,10,NA,NA,NA,3545.8973063444123,3545.8973063444123,382.4084320907564,0.6351887962156286,3.1519647180833608
NHS Highland,nhs_highland,C106H,Cowal Community Hospital,PA23 7RL,Scotland,-4.927129,55.9569856,S08000022,PA23,Argyllshire,3656.6131438721136,-0.9753899798806395,3718.1922178721065,-1.0482965763820848,1.122282114404731,2274.53832095899,3805,-1.3947184421249996,0.024570868378822223,0.0713804020006369,0.032188774204022504,0.0833411385647116,Scotland,321800,Highland,321800,1.00468938301207,8,8,NA,NA,NA,2752.1204451867766,2752.1204451867766,-411.36842906687934,-0.6832919866110384,2.341273588683655
NHS Highland,nhs_highland,C121H,Lorn & Islands Hospital,PA34 4HH,Scotland,-5.4750995,56.4007089,S08000022,PA34,Argyllshire,3656.6131438721136,-0.9753899798806395,3718.1922178721065,-1.0482965763820848,1.122282114404731,2274.53832095899,3805,-1.3947184421249996,0.024570868378822223,0.0713804020006369,0.032188774204022504,0.0833411385647116,Scotland,321800,Highland,321800,1.00468938301207,8,8,NA,NA,NA,3506.0792377924445,3506.0792377924445,342.59036353878855,0.5690501106932515,3.111298182505802
NHS Highland,nhs_highland,C122H,Campbeltown Hospital,PA28 6LE,Scotland,-5.606007399999999,55.4209057,S08000022,PA28,Argyllshire,3656.6131438721136,-0.9753899798806395,3718.1922178721065,-1.0482965763820848,1.122282114404731,2274.53832095899,3805,-1.3947184421249996,0.024570868378822223,0.0713804020006369,0.032188774204022504,0.0833411385647116,Scotland,321800,Highland,321800,1.00468938301207,8,8,NA,NA,NA,2823.769813360752,2823.769813360752,-339.71906089290405,-0.5642808139985142,2.4144497040985384
Golden Jubilee National Hospital,golden_jubilee_nat,D102H,Golden Jubilee National Hospital,G81 4DY,Scotland,-4.420353899999999,55.9059298,S08000031,G81,West Dunbartonshire,2759.3960690887434,1.3193257965939051,2936.76687469141,1.0537354141419562,0.9896124546215826,294.326429962509,2542,0.858830195,0.20630390591291428,0.34623531557338766,0.19440601744561034,0.3183223390106444,Scotland,1174980,Greater Glasgow and Clyde,1174980,0.9683305203196286,2,2,NA,NA,NA,2823.7593080902807,2823.7593080902807,-339.72956616337524,-0.5642982634832654,2.4144389749755324
Victoria Hospital Kirkcaldy,victoria_hospital,F701H,Cameron Hospital,KY8 5RR,Scotland,-3.0606955,56.1866783,S08000029,KY8,Fife,3343.2624605678234,-0.23853830461798106,3479.0621603391255,-0.38991910290486476,-4.527331333156135,1536.4990339556814,3409,-0.6880317080099996,0.06556037532012438,0.19272721290258896,0.055801723050600216,0.1432731380688891,Scotland,371910,Fife,371910,1.0183790710792502,6,6,NA,NA,NA,2154.6374309392263,2154.6374309392263,-1008.8514433144296,-1.6757243827908306,1.7310590519294833
Victoria Hospital Kirkcaldy,victoria_hospital,F704H,Victoria Hospital,KY2 5AH,Scotland,-3.1601871,56.1244623,S08000029,KY2,Fife,3343.2624605678234,-0.23853830461798106,3479.0621603391255,-0.38991910290486476,-4.527331333156135,1536.4990339556814,3409,-0.6880317080099996,0.06556037532012438,0.19272721290258896,0.055801723050600216,0.1432731380688891,Scotland,371910,Fife,371910,1.0183790710792502,6,6,NA,NA,NA,2938.2557442960533,2938.2557442960533,-225.2331299576026,-0.3741171707523811,2.5313751691655844
Victoria Hospital Kirkcaldy,victoria_hospital,F708H,Adamson Hospital,KY15 4JG,Scotland,-3.0181746,56.3244035,S08000029,KY15,Fife,3343.2624605678234,-0.23853830461798106,3479.0621603391255,-0.38991910290486476,-4.527331333156135,1536.4990339556814,3409,-0.6880317080099996,0.06556037532012438,0.19272721290258896,0.055801723050600216,0.1432731380688891,Scotland,371910,Fife,371910,1.0183790710792502,6,6,NA,NA,NA,4048.94856643283,4048.94856643283,885.459692179174,1.470767976787889,3.665735292841946
Victoria Hospital Kirkcaldy,victoria_hospital,F716H,Glenrothes Hospital,KY7 5TG,Scotland,-3.182677,56.2049141,S08000029,KY7,Fife,3343.2624605678234,-0.23853830461798106,3479.0621603391255,-0.38991910290486476,-4.527331333156135,1536.4990339556814,3409,-0.6880317080099996,0.06556037532012438,0.19272721290258896,0.055801723050600216,0.1432731380688891,Scotland,371910,Fife,371910,1.0183790710792502,6,6,NA,NA,NA,3195.591982820329,3195.591982820329,32.1031085666732,0.053323967711060544,2.794194880917408
Victoria Hospital Kirkcaldy,victoria_hospital,F805H,Queen Margaret Hospital,KY12 0SU,Scotland,-3.4275625,56.0824334,S08000029,KY12,Fife,3343.2624605678234,-0.23853830461798106,3479.0621603391255,-0.38991910290486476,-4.527331333156135,1536.4990339556814,3409,-0.6880317080099996,0.06556037532012438,0.19272721290258896,0.055801723050600216,0.1432731380688891,Scotland,371910,Fife,371910,1.0183790710792502,6,6,NA,NA,NA,3323.288754606727,3323.288754606727,159.79988035307088,0.2654311074730146,2.9246126912693433
"Queen Elizabeth University Hospital, Glasgow University Hospital Monklands Airdrie",queen_elizabeth_un,G405H,Queen Elizabeth University Hospital,G51 4TF,Scotland,-4.3392518,55.8626363,S08000031,G51,Glasgow,2759.3960690887434,1.3193257965939051,2936.76687469141,1.0537354141419562,0.9896124546215826,294.326429962509,2542,0.858830195,0.20630390591291428,0.34623531557338766,0.19440601744561034,0.3183223390106444,Scotland,1174980,Greater Glasgow and Clyde,1174980,0.9683305203196286,2,2,NA,NA,NA,2802.2197525594274,2802.2197525594274,-361.2691216942285,-0.6000759378244402,2.3924404418177265
NHS Highland,nhs_highland,H103H,Caithness General Hospital,KW1 5NS,Scotland,-3.0955804,58.44157999999999,S08000022,KW1,Highland,3656.6131438721136,-0.9753899798806395,3718.1922178721065,-1.0482965763820848,1.122282114404731,2274.53832095899,3805,-1.3947184421249996,0.024570868378822223,0.0713804020006369,0.032188774204022504,0.0833411385647116,Scotland,321800,Highland,321800,1.00468938301207,8,8,NA,NA,NA,2941.1393081242213,2941.1393081242213,-222.3495661294346,-0.3693275079648454,2.534320177682391
NHS Highland,nhs_highland,H201H,Rni Community Hospital,IV3 5SF,Scotland,-4.231586399999999,57.47064259999999,S08000022,IV3,Highland,3656.6131438721136,-0.9753899798806395,3718.1922178721065,-1.0482965763820848,1.122282114404731,2274.53832095899,3805,-1.3947184421249996,0.024570868378822223,0.0713804020006369,0.032188774204022504,0.0833411385647116,Scotland,321800,Highland,321800,1.00468938301207,8,8,NA,NA,NA,3656.828032120138,3656.828032120138,493.33915786648186,0.8194471656861178,3.26525922157027
NHS Highland,nhs_highland,H202H,Raigmore Hospital,IV2 3UJ,Scotland,-4.1928874,57.4741487,S08000022,IV2,Highland,3656.6131438721136,-0.9753899798806395,3718.1922178721065,-1.0482965763820848,1.122282114404731,2274.53832095899,3805,-1.3947184421249996,0.024570868378822223,0.0713804020006369,0.032188774204022504,0.0833411385647116,Scotland,321800,Highland,321800,1.00468938301207,8,8,NA,NA,NA,3505.526202663807,3505.526202663807,342.0373284101511,0.5681315072103115,3.110733362976572
